session,part_label,participant,site,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment,attempted_trades,executed_trades
tnrp4x8n,tnrp4x8n_53Q_2024-09-30,dzldtjsq,Lab,0.0,0.0,0.0,0.0,0.0,20.0,20.0,124.0,16.0
tnrp4x8n,tnrp4x8n_01W_2024-09-30,g0uyqvlu,Lab,0.0,0.0,0.0,0.0,0.0,20.0,20.0,106.0,14.0
tnrp4x8n,tnrp4x8n_01W_2024-09-30,g0uyqvlu,Lab,0.0,0.0,0.0,0.0,0.0,20.0,20.0,106.0,14.0
tnrp4x8n,tnrp4x8n_60L_2024-09-30,1m1bgaqm,Lab,0.0,0.0,0.0,0.0,0.0,20.0,20.0,128.0,10.0
tnrp4x8n,tnrp4x8n_60L_2024-09-30,1m1bgaqm,Lab,0.0,0.0,0.0,0.0,0.0,20.0,20.0,128.0,10.0
tnrp4x8n,tnrp4x8n_49O_2024-09-30,bzy6ccza,Lab,0.0,0.0,0.0,0.0,0.0,20.0,20.0,112.0,14.0
tnrp4x8n,tnrp4x8n_49O_2024-09-30,bzy6ccza,Lab,0.0,0.0,0.0,0.0,0.0,20.0,20.0,112.0,14.0
8t7646lt,8t7646lt_21P_2024-10-01,skv10ui1,Lab,3.58,0.09,0.9,0.0,4.57,20.0,24.57,122.0,12.0
8t7646lt,8t7646lt_21P_2024-10-01,skv10ui1,Lab,3.58,0.09,0.9,0.0,4.57,20.0,24.57,122.0,12.0
8t7646lt,8t7646lt_94I_2024-10-01,8lvroqem,Lab,3.47,0.05,0.15,0.0,3.67,20.0,23.67,114.0,8.0
8t7646lt,8t7646lt_94I_2024-10-01,8lvroqem,Lab,3.47,0.05,0.15,0.0,3.67,20.0,23.67,114.0,8.0
8t7646lt,8t7646lt_02A_2024-10-01,uijtovna,Lab,3.93,0.1,0.03,0.0,4.06,20.0,24.06,114.0,10.0
8t7646lt,8t7646lt_02A_2024-10-01,uijtovna,Lab,3.93,0.1,0.03,0.0,4.06,20.0,24.06,114.0,10.0
8t7646lt,8t7646lt_62A_2024-10-01,hbado144,Lab,3.22,0.0,1.75,0.0,4.97,20.0,24.97,130.0,16.0
8t7646lt,8t7646lt_62A_2024-10-01,hbado144,Lab,3.22,0.0,1.75,0.0,4.97,20.0,24.97,130.0,16.0
8t7646lt,8t7646lt_23G_2024-10-01,cqqhoa6r,Lab,3.08,0.03,1.75,0.0,4.86,20.0,24.86,108.0,14.0
8t7646lt,8t7646lt_23G_2024-10-01,cqqhoa6r,Lab,3.08,0.03,1.75,0.0,4.86,20.0,24.86,108.0,14.0
8t7646lt,8t7646lt_96I_2024-10-01,pffh6g6f,Lab,3.61,0.06,0.05,0.0,3.72,20.0,23.72,110.0,10.0
8t7646lt,8t7646lt_96I_2024-10-01,pffh6g6f,Lab,3.61,0.06,0.05,0.0,3.72,20.0,23.72,110.0,10.0
8t7646lt,8t7646lt_03M_2024-10-01,yl9e5hhx,Lab,3.28,0.07,0.88,0.0,4.23,20.0,24.23,110.0,16.0
8t7646lt,8t7646lt_03M_2024-10-01,yl9e5hhx,Lab,3.28,0.07,0.88,0.0,4.23,20.0,24.23,110.0,16.0
8t7646lt,8t7646lt_50V_2024-10-01,taujllne,Lab,3.62,0.06,0.13,0.0,3.81,20.0,23.81,108.0,14.0
8t7646lt,8t7646lt_50V_2024-10-01,taujllne,Lab,3.62,0.06,0.13,0.0,3.81,20.0,23.81,108.0,14.0
8t7646lt,8t7646lt_87Q_2024-10-01,gotn5qxa,Lab,3.77,0.07,1.05,0.0,4.89,20.0,24.89,102.0,12.0
8t7646lt,8t7646lt_87Q_2024-10-01,gotn5qxa,Lab,3.77,0.07,1.05,0.0,4.89,20.0,24.89,102.0,12.0
8t7646lt,8t7646lt_65I_2024-10-01,ipdu9515,Lab,3.47,0.05,0.15,0.0,3.67,20.0,23.67,124.0,4.0
8t7646lt,8t7646lt_65I_2024-10-01,ipdu9515,Lab,3.47,0.05,0.15,0.0,3.67,20.0,23.67,124.0,4.0
dydjaml1,dydjaml1_98M_2024-10-12,n8p4lcgr,Lab,3.62,0.0,0.15,0.0,3.77,20.0,23.77,118.0,14.0
dydjaml1,dydjaml1_98M_2024-10-12,n8p4lcgr,Lab,3.62,0.0,0.15,0.0,3.77,20.0,23.77,118.0,14.0
dydjaml1,dydjaml1_76Z_2024-10-12,d60o4c3d,Lab,2.51,0.05,0.97,0.0,3.53,20.0,23.53,132.0,8.0
dydjaml1,dydjaml1_76Z_2024-10-12,d60o4c3d,Lab,2.51,0.05,0.97,0.0,3.53,20.0,23.53,132.0,8.0
dydjaml1,dydjaml1_17U_2024-10-12,2fzzepna,Lab,3.24,0.07,1.82,0.0,5.13,20.0,25.13,120.0,16.0
dydjaml1,dydjaml1_17U_2024-10-12,2fzzepna,Lab,3.24,0.07,1.82,0.0,5.13,20.0,25.13,120.0,16.0
dydjaml1,dydjaml1_22A_2024-10-12,3d57rujq,Lab,2.97,0.06,0.88,0.0,3.91,20.0,23.91,122.0,8.0
dydjaml1,dydjaml1_22A_2024-10-12,3d57rujq,Lab,2.97,0.06,0.88,0.0,3.91,20.0,23.91,122.0,8.0
dydjaml1,dydjaml1_19Y_2024-10-12,o5v2ykzg,Lab,3.63,0.01,0.85,0.0,4.49,20.0,24.490000000000002,104.0,14.0
dydjaml1,dydjaml1_19Y_2024-10-12,o5v2ykzg,Lab,3.63,0.01,0.85,0.0,4.49,20.0,24.490000000000002,104.0,14.0
dydjaml1,dydjaml1_68D_2024-10-12,9vumn1yb,Lab,3.64,0.03,0.83,0.0,4.5,20.0,24.5,114.0,12.0
dydjaml1,dydjaml1_68D_2024-10-12,9vumn1yb,Lab,3.64,0.03,0.83,0.0,4.5,20.0,24.5,114.0,12.0
dydjaml1,dydjaml1_43U_2024-10-12,wkpx6foi,Lab,3.78,0.06,0.9,0.0,4.74,20.0,24.740000000000002,114.0,20.0
dydjaml1,dydjaml1_43U_2024-10-12,wkpx6foi,Lab,3.78,0.06,0.9,0.0,4.74,20.0,24.740000000000002,114.0,20.0
dydjaml1,dydjaml1_08T_2024-10-12,cvbk6s6m,Lab,4.06,0.03,0.18,0.0,4.27,20.0,24.27,104.0,10.0
dydjaml1,dydjaml1_08T_2024-10-12,cvbk6s6m,Lab,4.06,0.03,0.18,0.0,4.27,20.0,24.27,104.0,10.0
dydjaml1,dydjaml1_20T_2024-10-12,f85tf1hw,Lab,3.48,0.05,0.07,0.0,3.6,20.0,23.6,122.0,12.0
dydjaml1,dydjaml1_20T_2024-10-12,f85tf1hw,Lab,3.48,0.05,0.07,0.0,3.6,20.0,23.6,122.0,12.0
dydjaml1,dydjaml1_00D_2024-10-12,9aywigqw,Lab,3.58,0.03,1.1,0.0,4.71,20.0,24.71,98.0,10.0
dydjaml1,dydjaml1_00D_2024-10-12,9aywigqw,Lab,3.58,0.03,1.1,0.0,4.71,20.0,24.71,98.0,10.0
dydjaml1,dydjaml1_78N_2024-10-12,r6dq52pt,Lab,3.97,0.04,0.07,0.0,4.08,20.0,24.08,98.0,14.0
dydjaml1,dydjaml1_78N_2024-10-12,r6dq52pt,Lab,3.97,0.04,0.07,0.0,4.08,20.0,24.08,98.0,14.0
dydjaml1,dydjaml1_04C_2024-10-12,7y5o81uq,Lab,2.81,0.03,0.15,0.0,2.99,20.0,22.990000000000002,118.0,12.0
dydjaml1,dydjaml1_04C_2024-10-12,7y5o81uq,Lab,2.81,0.03,0.15,0.0,2.99,20.0,22.990000000000002,118.0,12.0
dydjaml1,dydjaml1_05K_2024-10-12,4mjkegky,Lab,3.77,0.01,0.13,0.0,3.91,20.0,23.91,110.0,12.0
dydjaml1,dydjaml1_05K_2024-10-12,4mjkegky,Lab,3.77,0.01,0.13,0.0,3.91,20.0,23.91,110.0,12.0
dydjaml1,dydjaml1_03Y_2024-10-12,x5sobnvr,Lab,3.05,0.04,1.1,0.0,4.19,20.0,24.19,128.0,14.0
dydjaml1,dydjaml1_03Y_2024-10-12,x5sobnvr,Lab,3.05,0.04,1.1,0.0,4.19,20.0,24.19,128.0,14.0
dydjaml1,dydjaml1_69U_2024-10-12,rxp1vgsi,Lab,3.43,0.0,0.72,0.0,4.15,20.0,24.15,12.0,
dydjaml1,dydjaml1_69U_2024-10-12,rxp1vgsi,Lab,3.43,0.0,0.72,0.0,4.15,20.0,24.15,12.0,
dydjaml1,dydjaml1_15S_2024-10-12,6unh3bjm,Lab,3.6,0.01,1.75,0.0,5.36,20.0,25.36,114.0,12.0
dydjaml1,dydjaml1_15S_2024-10-12,6unh3bjm,Lab,3.6,0.01,1.75,0.0,5.36,20.0,25.36,114.0,12.0
dydjaml1,dydjaml1_68R_2024-10-12,10lkhiuo,Lab,3.99,0.1,0.15,0.0,4.24,20.0,24.240000000000002,116.0,10.0
dydjaml1,dydjaml1_68R_2024-10-12,10lkhiuo,Lab,3.99,0.1,0.15,0.0,4.24,20.0,24.240000000000002,116.0,10.0
dydjaml1,dydjaml1_74E_2024-10-12,2k22ntc5,Lab,2.86,0.07,0.15,0.0,3.08,20.0,23.08,118.0,12.0
dydjaml1,dydjaml1_74E_2024-10-12,2k22ntc5,Lab,2.86,0.07,0.15,0.0,3.08,20.0,23.08,118.0,12.0
dydjaml1,dydjaml1_39R_2024-10-12,dxb2vk3o,Lab,3.49,0.03,1.02,0.0,4.54,20.0,24.54,96.0,12.0
dydjaml1,dydjaml1_39R_2024-10-12,dxb2vk3o,Lab,3.49,0.03,1.02,0.0,4.54,20.0,24.54,96.0,12.0
dydjaml1,dydjaml1_83I_2024-10-12,215emznz,Lab,3.09,0.03,0.13,0.0,3.25,20.0,23.25,122.0,14.0
dydjaml1,dydjaml1_83I_2024-10-12,215emznz,Lab,3.09,0.03,0.13,0.0,3.25,20.0,23.25,122.0,14.0
wjsiy4f2,wjsiy4f2_86M_2024-10-13,shka7gj0,Lab,3.36,0.23,0.88,0.0,4.47,20.0,24.47,110.0,
wjsiy4f2,wjsiy4f2_86M_2024-10-13,shka7gj0,Lab,3.36,0.23,0.88,0.0,4.47,20.0,24.47,110.0,
wjsiy4f2,wjsiy4f2_33N_2024-10-13,8iglffgd,Lab,3.36,0.23,0.72,0.0,4.31,20.0,24.31,110.0,
wjsiy4f2,wjsiy4f2_33N_2024-10-13,8iglffgd,Lab,3.36,0.23,0.72,0.0,4.31,20.0,24.31,110.0,
wjsiy4f2,wjsiy4f2_66C_2024-10-13,951eb0zg,Lab,3.38,0.2,0.18,0.0,3.76,20.0,23.759999999999998,96.0,6.0
wjsiy4f2,wjsiy4f2_66C_2024-10-13,951eb0zg,Lab,3.38,0.2,0.18,0.0,3.76,20.0,23.759999999999998,96.0,6.0
wjsiy4f2,wjsiy4f2_80G_2024-10-13,l0m4l961,Lab,3.39,0.19,0.13,0.0,3.71,20.0,23.71,102.0,4.0
wjsiy4f2,wjsiy4f2_80G_2024-10-13,l0m4l961,Lab,3.39,0.19,0.13,0.0,3.71,20.0,23.71,102.0,4.0
wjsiy4f2,wjsiy4f2_75D_2024-10-13,pdxym8lv,Lab,3.33,0.18,0.05,0.0,3.56,20.0,23.56,112.0,8.0
wjsiy4f2,wjsiy4f2_75D_2024-10-13,pdxym8lv,Lab,3.33,0.18,0.05,0.0,3.56,20.0,23.56,112.0,8.0
wjsiy4f2,wjsiy4f2_14X_2024-10-13,1kglqblp,Lab,3.35,0.16,0.7,0.0,4.21,20.0,24.21,114.0,2.0
wjsiy4f2,wjsiy4f2_14X_2024-10-13,1kglqblp,Lab,3.35,0.16,0.7,0.0,4.21,20.0,24.21,114.0,2.0
wjsiy4f2,wjsiy4f2_10K_2024-10-13,a9jsrbuu,Lab,3.34,0.13,0.13,0.0,3.6,20.0,23.6,118.0,4.0
wjsiy4f2,wjsiy4f2_10K_2024-10-13,a9jsrbuu,Lab,3.34,0.13,0.13,0.0,3.6,20.0,23.6,118.0,4.0
wjsiy4f2,wjsiy4f2_15S_2024-10-13,ru78yjyo,Lab,3.33,0.16,0.15,0.0,3.64,20.0,23.64,112.0,4.0
wjsiy4f2,wjsiy4f2_15S_2024-10-13,ru78yjyo,Lab,3.33,0.16,0.15,0.0,3.64,20.0,23.64,112.0,4.0
wjsiy4f2,wjsiy4f2_05X_2024-10-13,5829jzun,Lab,3.36,0.16,0.13,0.0,3.65,20.0,23.65,80.0,
wjsiy4f2,wjsiy4f2_05X_2024-10-13,5829jzun,Lab,3.36,0.16,0.13,0.0,3.65,20.0,23.65,80.0,
wjsiy4f2,wjsiy4f2_18T_2024-10-13,wzm6vxkz,Lab,3.4,0.23,0.78,0.0,4.41,20.0,24.41,52.0,8.0
wjsiy4f2,wjsiy4f2_18T_2024-10-13,wzm6vxkz,Lab,3.4,0.23,0.78,0.0,4.41,20.0,24.41,52.0,8.0
wjsiy4f2,wjsiy4f2_97E_2024-10-13,a91hhp44,Lab,3.36,0.25,0.95,0.0,4.56,20.0,24.56,90.0,
wjsiy4f2,wjsiy4f2_97E_2024-10-13,a91hhp44,Lab,3.36,0.25,0.95,0.0,4.56,20.0,24.56,90.0,
wjsiy4f2,wjsiy4f2_39R_2024-10-13,pldez7dr,Lab,3.36,0.21,0.15,0.0,3.72,20.0,23.72,110.0,4.0
wjsiy4f2,wjsiy4f2_39R_2024-10-13,pldez7dr,Lab,3.36,0.21,0.15,0.0,3.72,20.0,23.72,110.0,4.0
wjsiy4f2,wjsiy4f2_89N_2024-10-13,4dpvvh7p,Lab,3.35,0.2,0.83,0.0,4.38,20.0,24.38,104.0,2.0
wjsiy4f2,wjsiy4f2_89N_2024-10-13,4dpvvh7p,Lab,3.35,0.2,0.83,0.0,4.38,20.0,24.38,104.0,2.0
wjsiy4f2,wjsiy4f2_44B_2024-10-13,b1bju4b3,Lab,3.33,0.19,0.95,0.0,4.47,20.0,24.47,106.0,2.0
wjsiy4f2,wjsiy4f2_44B_2024-10-13,b1bju4b3,Lab,3.33,0.19,0.95,0.0,4.47,20.0,24.47,106.0,2.0
wjsiy4f2,wjsiy4f2_66G_2024-10-13,8zlzai3l,Lab,3.36,0.24,0.1,0.0,3.7,20.0,23.7,96.0,
wjsiy4f2,wjsiy4f2_66G_2024-10-13,8zlzai3l,Lab,3.36,0.24,0.1,0.0,3.7,20.0,23.7,96.0,
wjsiy4f2,wjsiy4f2_30I_2024-10-13,whwk23wu,Lab,3.29,0.16,0.9,0.0,4.35,20.0,24.35,110.0,18.0
wjsiy4f2,wjsiy4f2_30I_2024-10-13,whwk23wu,Lab,3.29,0.16,0.9,0.0,4.35,20.0,24.35,110.0,18.0
wjsiy4f2,wjsiy4f2_29D_2024-10-13,pi6jlthh,Lab,3.37,0.2,0.15,0.0,3.72,20.0,23.72,112.0,4.0
wjsiy4f2,wjsiy4f2_29D_2024-10-13,pi6jlthh,Lab,3.37,0.2,0.15,0.0,3.72,20.0,23.72,112.0,4.0
wjsiy4f2,wjsiy4f2_81U_2024-10-13,hqhjskh1,Lab,3.36,0.05,0.13,0.0,3.54,20.0,23.54,18.0,
wjsiy4f2,wjsiy4f2_81U_2024-10-13,hqhjskh1,Lab,3.36,0.05,0.13,0.0,3.54,20.0,23.54,18.0,
wjsiy4f2,wjsiy4f2_35R_2024-10-13,x913yduw,Lab,3.36,0.2,1.88,0.0,5.44,20.0,25.44,100.0,
wjsiy4f2,wjsiy4f2_35R_2024-10-13,x913yduw,Lab,3.36,0.2,1.88,0.0,5.44,20.0,25.44,100.0,
wjsiy4f2,wjsiy4f2_30A_2024-10-13,ca4w9b5i,Lab,3.4,0.25,1.07,0.0,4.72,20.0,24.72,90.0,6.0
wjsiy4f2,wjsiy4f2_30A_2024-10-13,ca4w9b5i,Lab,3.4,0.25,1.07,0.0,4.72,20.0,24.72,90.0,6.0
ca3g7jh7,ca3g7jh7_40O_2024-10-13,17o52rqs,Lab,3.39,0.0,0.0,0.0,3.39,20.0,23.39,,
ca3g7jh7,ca3g7jh7_40O_2024-10-13,17o52rqs,Lab,3.39,0.0,0.0,0.0,3.39,20.0,23.39,,
ca3g7jh7,ca3g7jh7_96N_2024-10-13,y60pa15j,Lab,3.39,0.16,1.93,0.0,5.48,20.0,25.48,90.0,
ca3g7jh7,ca3g7jh7_96N_2024-10-13,y60pa15j,Lab,3.39,0.16,1.93,0.0,5.48,20.0,25.48,90.0,
ca3g7jh7,ca3g7jh7_28F_2024-10-13,2wy462zu,Lab,3.39,0.06,0.13,0.0,3.58,20.0,23.58,56.0,
ca3g7jh7,ca3g7jh7_28F_2024-10-13,2wy462zu,Lab,3.39,0.06,0.13,0.0,3.58,20.0,23.58,56.0,
ca3g7jh7,ca3g7jh7_19N_2024-10-13,tfcv4u8s,Lab,3.38,0.23,0.75,0.0,4.36,20.0,24.36,94.0,2.0
ca3g7jh7,ca3g7jh7_19N_2024-10-13,tfcv4u8s,Lab,3.38,0.23,0.75,0.0,4.36,20.0,24.36,94.0,2.0
ca3g7jh7,ca3g7jh7_79K_2024-10-13,txvhe7ki,Lab,3.39,0.24,0.95,0.0,4.58,20.0,24.58,110.0,
ca3g7jh7,ca3g7jh7_79K_2024-10-13,txvhe7ki,Lab,3.39,0.24,0.95,0.0,4.58,20.0,24.58,110.0,
ca3g7jh7,ca3g7jh7_25T_2024-10-13,u6m0nx96,Lab,3.42,0.18,0.72,0.0,4.32,20.0,24.32,106.0,2.0
ca3g7jh7,ca3g7jh7_25T_2024-10-13,u6m0nx96,Lab,3.42,0.18,0.72,0.0,4.32,20.0,24.32,106.0,2.0
ca3g7jh7,ca3g7jh7_68U_2024-10-13,bx9w0de3,Lab,3.39,0.15,2.0,0.0,5.54,20.0,25.54,106.0,
ca3g7jh7,ca3g7jh7_68U_2024-10-13,bx9w0de3,Lab,3.39,0.15,2.0,0.0,5.54,20.0,25.54,106.0,
ca3g7jh7,ca3g7jh7_54V_2024-10-13,fkc357jo,Lab,3.39,0.23,0.8,0.0,4.42,20.0,24.42,106.0,
ca3g7jh7,ca3g7jh7_54V_2024-10-13,fkc357jo,Lab,3.39,0.23,0.8,0.0,4.42,20.0,24.42,106.0,
ca3g7jh7,ca3g7jh7_60O_2024-10-13,n31iq4ut,Lab,3.36,0.24,0.95,0.0,4.55,20.0,24.55,104.0,2.0
ca3g7jh7,ca3g7jh7_60O_2024-10-13,n31iq4ut,Lab,3.36,0.24,0.95,0.0,4.55,20.0,24.55,104.0,2.0
ca3g7jh7,ca3g7jh7_89C_2024-10-13,wbl6tdyb,Lab,3.4,0.2,0.15,0.0,3.75,20.0,23.75,122.0,4.0
ca3g7jh7,ca3g7jh7_89C_2024-10-13,wbl6tdyb,Lab,3.4,0.2,0.15,0.0,3.75,20.0,23.75,122.0,4.0
ca3g7jh7,ca3g7jh7_43T_2024-10-13,rlcnt8j0,Lab,3.39,0.25,1.9,0.0,5.54,20.0,25.54,110.0,
ca3g7jh7,ca3g7jh7_43T_2024-10-13,rlcnt8j0,Lab,3.39,0.25,1.9,0.0,5.54,20.0,25.54,110.0,
ca3g7jh7,ca3g7jh7_28R_2024-10-13,vmn2st3a,Lab,3.39,0.25,0.93,0.0,4.57,20.0,24.57,100.0,
ca3g7jh7,ca3g7jh7_28R_2024-10-13,vmn2st3a,Lab,3.39,0.25,0.93,0.0,4.57,20.0,24.57,100.0,
ca3g7jh7,ca3g7jh7_82S_2024-10-13,ycp2mpc0,Lab,3.39,0.15,0.18,0.0,3.72,20.0,23.72,62.0,
ca3g7jh7,ca3g7jh7_82S_2024-10-13,ycp2mpc0,Lab,3.39,0.15,0.18,0.0,3.72,20.0,23.72,62.0,
ca3g7jh7,ca3g7jh7_51T_2024-10-13,hkfjllbs,Lab,3.39,0.2,1.85,0.0,5.44,20.0,25.44,108.0,
